Accession,Description,15,20,25,30,35,40,45,50,55,60,# AAs,MW [kDa],calc. pI
769853381,PREDICTED: electron transfer flavoprotein subunit beta [Pogonomyrmex barbatus],1,0.766,0.258,0.863,0.509,0.256,0.241,0.172,0.177,0.135,253,27.7,7.43
769836682,"PREDICTED: N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 isoform X2 [Pogonomyrmex barbatus]",1,0.733,0.274,0.871,0.507,0.280,0.270,0.163,0.173,0.136,268,29.7,6.24
769862463,PREDICTED: uncharacterized protein LOC105430926 isoform X2 [Pogonomyrmex barbatus],1,0.742,0.280,0.836,0.507,0.257,0.237,0.142,0.143,0.121,574,65.0,5.19
769853980,PREDICTED: chloride intracellular channel exc-4 [Pogonomyrmex barbatus],1,0.777,0.270,0.876,0.507,0.241,0.229,0.135,0.144,0.125,260,29.9,6.19
769835004,PREDICTED: triosephosphate isomerase isoform X2 [Pogonomyrmex barbatus],1,0.752,0.267,0.893,0.507,0.244,0.248,0.150,0.162,0.141,247,26.9,6.01
769844214,PREDICTED: elongation factor 1-gamma [Pogonomyrmex barbatus],1,0.741,0.277,0.882,0.506,0.257,0.247,0.180,0.185,0.168,437,50.1,6.13
769836353,"PREDICTED: LOW QUALITY PROTEIN: pyruvate dehydrogenase E1 component subunit beta, mitochondrial-like [Pogonomyrmex barbatus]",1,0.765,0.278,0.876,0.506,0.243,0.214,0.125,0.124,0.100,353,38.4,6.06
769838260,PREDICTED: annexin B9-like [Pogonomyrmex barbatus],1,0.750,0.299,0.893,0.506,0.291,0.283,0.185,0.174,0.126,518,56.9,6.01
769857577,PREDICTED: amphiphysin [Pogonomyrmex barbatus],1,0.750,0.286,0.873,0.504,0.269,0.253,0.165,0.155,0.134,390,44.0,6.47
769836105,PREDICTED: T-complex protein 1 subunit epsilon [Pogonomyrmex barbatus],1,0.797,0.300,0.875,0.504,0.290,0.311,0.206,0.218,0.160,540,59.3,6.21
769837255,PREDICTED: adenylyl cyclase-associated protein 1 isoform X3 [Pogonomyrmex barbatus],1,0.749,0.302,0.847,0.503,0.280,0.253,0.157,0.157,0.131,415,45.6,7.14
769835754,"PREDICTED: LOW QUALITY PROTEIN: lon protease homolog, mitochondrial [Pogonomyrmex barbatus]",1,0.782,0.289,0.914,0.503,0.247,0.183,0.142,0.147,0.102,999,112.8,8.66
769830255,"PREDICTED: phytanoyl-CoA dioxygenase, peroxisomal-like [Pogonomyrmex barbatus]",1,0.771,0.279,0.934,0.503,0.256,0.226,0.136,0.136,0.106,294,33.8,7.58
769860019,PREDICTED: V-type proton ATPase subunit B [Pogonomyrmex barbatus],1,0.761,0.290,0.876,0.503,0.258,0.227,0.157,0.159,0.152,495,55.0,5.55
769855992,PREDICTED: lipid storage droplets surface-binding protein 2-like [Pogonomyrmex barbatus],1,0.689,0.320,0.896,0.502,0.283,0.218,0.137,0.114,0.097,269,30.3,7.12
769848741,PREDICTED: pyruvate kinase-like [Pogonomyrmex barbatus],1,0.801,0.347,0.746,0.501,0.280,0.271,0.188,0.180,0.148,482,52.3,6.68
769845031,PREDICTED: cytochrome P450 9e2-like [Pogonomyrmex barbatus],1,0.814,0.270,0.824,0.501,0.239,0.194,0.121,0.122,0.118,515,59.1,8.79
769842700,PREDICTED: heat shock 70 kDa protein cognate 4 [Pogonomyrmex barbatus],1,0.731,0.280,0.872,0.500,0.244,0.230,0.149,0.140,0.118,652,71.2,5.58
769867797,"PREDICTED: aspartate aminotransferase, mitochondrial isoform X2 [Pogonomyrmex barbatus]",1,0.751,0.268,0.912,0.499,0.255,0.207,0.135,0.143,0.117,393,44.0,8.53
769840844,"PREDICTED: acetyl-CoA acetyltransferase, mitochondrial [Pogonomyrmex barbatus]",1,0.792,0.304,0.884,0.497,0.271,0.246,0.172,0.165,0.129,377,40.1,7.66
769849193,PREDICTED: alanine aminotransferase 1 [Pogonomyrmex barbatus],1,0.738,0.270,0.860,0.496,0.239,0.226,0.131,0.134,0.116,575,62.6,8.70
769849064,PREDICTED: LOW QUALITY PROTEIN: serine/threonine-protein kinase OSR1 [Pogonomyrmex barbatus],1,0.780,0.347,0.809,0.496,0.280,0.277,0.162,0.185,0.067,819,90.1,8.54
769852202,"PREDICTED: trifunctional enzyme subunit beta, mitochondrial isoform X2 [Pogonomyrmex barbatus]",1,0.778,0.268,0.904,0.494,0.268,0.211,0.106,0.096,0.077,468,50.8,9.16
769843902,PREDICTED: 15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like [Pogonomyrmex barbatus],1,0.758,0.269,0.879,0.494,0.243,0.251,0.135,0.130,0.126,263,28.6,7.46
769865238,"PREDICTED: pentatricopeptide repeat-containing protein 2, mitochondrial-like [Pogonomyrmex barbatus]",1,0.766,0.262,0.875,0.494,0.218,0.204,0.128,0.136,0.120,389,45.3,8.34
769847494,PREDICTED: EH domain-containing protein 3 isoform X2 [Pogonomyrmex barbatus],1,0.727,0.318,0.896,0.493,0.201,0.303,0.192,0.092,0.072,534,61.1,6.27
769840091,PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC105423236 [Pogonomyrmex barbatus],1,0.760,0.272,0.895,0.493,0.279,0.279,0.197,0.216,0.195,275,32.8,9.89
769865653,PREDICTED: NADP-dependent malic enzyme isoform X2 [Pogonomyrmex barbatus],1,0.765,0.277,0.880,0.493,0.248,0.208,0.127,0.124,0.107,622,69.5,7.31
769855638,PREDICTED: L-xylulose reductase [Pogonomyrmex barbatus],1,0.725,0.289,0.859,0.491,0.255,0.230,0.127,0.137,0.114,244,26.5,6.23
769860011,PREDICTED: acetyl-CoA hydrolase-like [Pogonomyrmex barbatus],1,0.749,0.271,0.897,0.491,0.240,0.208,0.126,0.117,0.097,482,52.7,7.42
769839576,PREDICTED: glycogen phosphorylase [Pogonomyrmex barbatus],1,0.744,0.272,0.862,0.490,0.227,0.200,0.127,0.130,0.106,844,97.5,6.70
769861993,"PREDICTED: probable citrate synthase 2, mitochondrial [Pogonomyrmex barbatus]",1,0.727,0.245,0.852,0.490,0.218,0.162,0.102,0.088,0.075,463,51.5,9.10
769846903,PREDICTED: serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform [Pogonomyrmex barbatus],1,0.770,0.320,0.857,0.490,0.275,0.218,0.170,0.150,0.150,309,35.4,5.54
769831834,PREDICTED: LOW QUALITY PROTEIN: adenylosuccinate synthetase [Pogonomyrmex barbatus],1,0.739,0.265,0.872,0.489,0.282,0.264,0.141,0.132,0.099,455,49.9,7.43
769844760,PREDICTED: uncharacterized protein LOC105424859 [Pogonomyrmex barbatus],1,0.764,0.295,0.886,0.489,0.269,0.223,0.192,0.149,0.117,389,43.8,7.08
769853339,PREDICTED: protein disulfide-isomerase A3 [Pogonomyrmex barbatus],1,0.733,0.273,0.866,0.489,0.248,0.231,0.140,0.151,0.139,492,55.8,5.85
769868963,PREDICTED: cytochrome P450 6k1-like [Pogonomyrmex barbatus],1,0.712,0.260,0.878,0.488,0.229,0.198,0.137,0.111,0.102,504,58.4,8.97
769861310,PREDICTED: ras-related protein Rab-11A [Pogonomyrmex barbatus],1,0.791,0.347,0.906,0.487,0.290,0.253,0.149,0.126,0.107,215,24.5,6.01
769839252,PREDICTED: actin-interacting protein 1 [Pogonomyrmex barbatus],1,0.751,0.299,0.905,0.487,0.286,0.233,0.134,0.136,0.105,538,59.3,6.67
769841563,PREDICTED: bleomycin hydrolase isoform X2 [Pogonomyrmex barbatus],1,0.750,0.297,0.841,0.487,0.252,0.263,0.160,0.141,0.145,454,52.0,6.54
769867367,"PREDICTED: cytochrome b-c1 complex subunit Rieske, mitochondrial isoform X2 [Pogonomyrmex barbatus]",1,0.754,0.278,0.880,0.486,0.276,0.249,0.180,0.183,0.155,236,25.6,8.16
769865548,PREDICTED: cytochrome P450 9e2-like isoform X1 [Pogonomyrmex barbatus],1,0.748,0.279,0.844,0.483,0.224,0.176,0.116,0.104,0.096,517,59.4,7.64
769836882,PREDICTED: cytochrome P450 4C1-like [Pogonomyrmex barbatus],1,0.876,0.312,0.982,0.483,0.301,0.244,0.147,0.150,0.127,515,59.8,8.72
769855011,PREDICTED: LOW QUALITY PROTEIN: cytochrome P450 4g15-like [Pogonomyrmex barbatus],1,0.752,0.265,0.861,0.482,0.239,0.215,0.134,0.128,0.113,559,64.3,8.25
769853175,"PREDICTED: alpha-tocopherol transfer protein-like, partial [Pogonomyrmex barbatus]",1,0.720,0.268,0.846,0.481,0.243,0.231,0.128,0.122,0.112,140,16.9,9.57
769837339,"PREDICTED: pyruvate carboxylase, mitochondrial isoform X2 [Pogonomyrmex barbatus]",1,0.785,0.318,0.820,0.481,0.251,0.229,0.150,0.145,0.138,1179,129.9,6.68
769854788,PREDICTED: hydroxysteroid dehydrogenase-like protein 2 [Pogonomyrmex barbatus],1,0.754,0.274,0.871,0.480,0.252,0.217,0.145,0.140,0.137,406,43.8,8.63
769840120,PREDICTED: V-type proton ATPase subunit C isoform X2 [Pogonomyrmex barbatus],1,0.779,0.288,0.858,0.479,0.247,0.225,0.151,0.137,0.122,386,44.5,8.02
769868047,PREDICTED: annexin B9 [Pogonomyrmex barbatus],1,0.754,0.265,0.871,0.476,0.225,0.195,0.107,0.097,0.079,324,36.1,5.77
769862115,PREDICTED: O-acetyl-ADP-ribose deacetylase MACROD2-like [Pogonomyrmex barbatus],1,0.823,0.335,0.839,0.476,0.283,0.231,0.166,0.144,0.137,264,29.5,8.50
769838199,PREDICTED: peroxisomal acyl-coenzyme A oxidase 3 isoform X4 [Pogonomyrmex barbatus],1,0.752,0.307,0.894,0.472,0.260,0.257,0.115,0.173,0.146,670,75.8,8.41
769849319,PREDICTED: neurochondrin homolog [Pogonomyrmex barbatus],1,0.785,0.358,0.780,0.472,0.282,0.255,0.181,0.159,0.139,725,81.3,5.82
769866308,PREDICTED: clavesin-1-like [Pogonomyrmex barbatus],1,0.735,0.268,0.865,0.471,0.226,0.218,0.142,0.139,0.119,191,22.2,7.03
769831911,PREDICTED: 4-coumarate--CoA ligase 1-like [Pogonomyrmex barbatus],1,0.799,0.261,0.834,0.468,0.233,0.209,0.137,0.117,0.106,537,60.3,8.21
769865755,PREDICTED: enolase [Pogonomyrmex barbatus],1,0.745,0.253,0.856,0.467,0.226,0.196,0.108,0.103,0.091,434,47.0,6.33
769842333,"PREDICTED: electron transfer flavoprotein subunit alpha, mitochondrial [Pogonomyrmex barbatus]",1,0.741,0.261,0.830,0.466,0.219,0.183,0.113,0.103,0.083,332,35.2,8.75
769832396,"PREDICTED: LOW QUALITY PROTEIN: glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic-like [Pogonomyrmex barbatus]",1,0.766,0.277,0.849,0.466,0.234,0.209,0.127,0.112,0.114,169,18.3,6.92
769848630,"PREDICTED: alpha-actinin, sarcomeric isoform X1 [Pogonomyrmex barbatus]",1,0.729,0.255,0.840,0.464,0.211,0.159,0.094,0.083,0.077,891,103.0,5.83
769862074,PREDICTED: probable cytochrome P450 6a13 [Pogonomyrmex barbatus],1,0.748,0.253,0.829,0.464,0.200,0.176,0.119,0.122,0.115,501,57.4,7.69
769845949,"PREDICTED: 2-oxoglutarate dehydrogenase, mitochondrial [Pogonomyrmex barbatus]",1,0.735,0.269,0.828,0.463,0.206,0.178,0.115,0.124,0.106,1014,114.1,7.27
769846835,"PREDICTED: fatty-acid amide hydrolase 2, partial [Pogonomyrmex barbatus]",1,0.739,0.297,0.867,0.461,0.236,0.184,0.138,0.114,0.084,520,58.4,8.27
769857383,"PREDICTED: isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like [Pogonomyrmex barbatus]",1,0.758,0.263,0.756,0.460,0.213,0.192,0.124,0.129,0.095,393,43.4,8.79
769837096,PREDICTED: 4-coumarate--CoA ligase 1-like isoform X2 [Pogonomyrmex barbatus],1,0.745,0.267,0.866,0.460,0.221,0.200,0.122,0.130,0.128,511,56.3,8.85
769857915,PREDICTED: phosphoglycerate kinase [Pogonomyrmex barbatus],1,0.733,0.253,0.851,0.458,0.223,0.181,0.109,0.101,0.086,415,44.9,6.58
769863326,PREDICTED: prostaglandin reductase 1-like [Pogonomyrmex barbatus],1,0.729,0.248,0.836,0.457,0.245,0.182,0.111,0.105,0.089,390,43.4,9.04
769843996,PREDICTED: uncharacterized protein LOC105424616 [Pogonomyrmex barbatus],1,0.666,0.252,0.840,0.456,0.236,0.220,0.123,0.135,0.123,408,48.3,5.25
769855164,PREDICTED: tubulin alpha-1 chain [Pogonomyrmex barbatus],1,0.663,0.250,0.837,0.449,0.220,0.205,0.120,0.106,0.086,451,50.1,5.10
769856071,PREDICTED: tubulin alpha-1 chain-like [Pogonomyrmex barbatus],1,0.663,0.250,0.837,0.449,0.220,0.205,0.120,0.106,0.086,450,49.9,5.14
769856378,PREDICTED: glyceraldehyde-3-phosphate dehydrogenase 2-like [Pogonomyrmex barbatus],1,0.745,0.262,0.841,0.446,0.222,0.153,0.088,0.074,0.056,333,35.7,7.87
769857603,"PREDICTED: uncharacterized protein LOC105429277, partial [Pogonomyrmex barbatus]",1,0.746,0.251,0.765,0.444,0.211,0.169,0.122,0.118,0.113,1031,118.8,8.68
769854116,"PREDICTED: fructose-1,6-bisphosphatase 1 [Pogonomyrmex barbatus]",1,0.734,0.298,0.799,0.444,0.230,0.195,0.116,0.107,0.081,338,36.6,6.57
769867742,"PREDICTED: probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial [Pogonomyrmex barbatus]",1,0.732,0.250,0.826,0.443,0.211,0.175,0.107,0.106,0.082,360,39.2,7.87
769859585,"PREDICTED: probable aconitate hydratase, mitochondrial [Pogonomyrmex barbatus]",1,0.717,0.248,0.839,0.433,0.204,0.171,0.094,0.086,0.066,788,85.9,8.29
769845281,PREDICTED: golgin subfamily A member 4-like [Pogonomyrmex barbatus],1,0.715,0.257,0.823,0.430,0.200,0.157,0.095,0.088,0.075,2574,293.6,6.62
769843800,PREDICTED: isocitrate dehydrogenase [NADP] cytoplasmic [Pogonomyrmex barbatus],1,0.733,0.268,0.816,0.429,0.209,0.176,0.107,0.099,0.087,477,54.0,7.44
769843321,"PREDICTED: malate dehydrogenase, cytoplasmic [Pogonomyrmex barbatus]",1,0.726,0.264,0.821,0.424,0.202,0.156,0.095,0.095,0.085,332,36.3,6.58
769859864,PREDICTED: aldose reductase-like isoform X2 [Pogonomyrmex barbatus],1,0.739,0.296,0.869,0.422,0.248,0.209,0.150,0.137,0.127,299,33.7,6.65
769858875,PREDICTED: cytochrome P450 9e2-like [Pogonomyrmex barbatus],1,0.767,0.257,0.790,0.420,0.212,0.167,0.136,0.117,0.110,517,59.4,8.13
769864843,PREDICTED: failed axon connections-like [Pogonomyrmex barbatus],1,0.689,0.280,0.803,0.417,0.238,0.207,0.106,0.098,0.076,154,17.1,5.91
769868338,"PREDICTED: succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like isoform X1 [Pogonomyrmex barbatus]",1,0.717,0.241,0.820,0.417,0.202,0.214,0.129,0.127,0.107,290,33.0,8.88
769862226,PREDICTED: arginine kinase isoform X3 [Pogonomyrmex barbatus],1,0.715,0.246,0.844,0.414,0.187,0.137,0.077,0.070,0.056,355,39.6,6.01
769844206,PREDICTED: ADP-ribosylation factor 1 [Pogonomyrmex barbatus],1,0.640,0.256,0.781,0.398,0.221,0.178,0.129,0.118,0.093,182,20.7,6.58
769859538,"PREDICTED: isocitrate dehydrogenase [NAD] subunit beta, mitochondrial [Pogonomyrmex barbatus]",1,0.727,0.249,0.789,0.395,0.200,0.156,0.099,0.091,0.076,374,40.8,8.53
769837074,PREDICTED: UDP-glucuronosyltransferase 1-9-like [Pogonomyrmex barbatus],1,0.665,0.218,0.860,0.387,0.193,0.168,0.114,0.092,0.087,527,60.0,9.06
